OID_,HUC_12,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT95
394,070802070501,394,122077.000000000000000,109869300.000000000000000,11,95,84,78.569370151625506,13.735470632352900,9591513.000000000000000,14,82,90,82,82
395,070600060210,395,155890.000000000000000,140301000.000000000000000,11,95,84,67.219083969466411,23.633005726829314,10478783.000000000000000,15,82,52,82,82
396,102300040206,396,162136.000000000000000,145922400.000000000000000,11,95,84,76.781239206592389,14.751276603358496,12449003.000000000000000,15,82,31,82,82
397,071000050604,397,79893.000000000000000,71903700.000000000000000,11,95,84,76.889427108758937,17.609794298411281,6142927.000000000000000,13,82,31,82,90
398,071000060305,398,64468.000000000000000,58021200.000000000000000,11,95,84,75.842790221504600,18.087369601892011,4889433.000000000000000,12,82,31,82,82
399,070600040604,399,155620.000000000000000,140058000.000000000000000,11,95,84,66.532277342243688,21.018671950490241,10353753.000000000000000,15,82,31,81,82
400,071000030802,400,77065.000000000000000,69358500.000000000000000,11,95,84,70.051307337960822,23.853929808535149,5398504.000000000000000,15,82,42,82,90
401,070802050505,401,76243.000000000000000,68618700.000000000000000,11,95,84,77.969321773801369,15.466438639184085,5944615.000000000000000,14,82,31,82,82
402,102300070605,402,161517.000000000000000,145365300.000000000000000,11,95,84,71.826761269711739,19.749768772382662,11601243.000000000000000,15,82,31,82,82
403,070600040608,403,54772.000000000000000,49294800.000000000000000,11,95,84,63.674742569195303,21.471940515768672,3487593.000000000000000,15,41,31,81,82
404,070802050809,404,162859.000000000000000,146573100.000000000000000,11,95,84,77.376761493071825,16.218803236299973,12601502.000000000000000,15,82,31,82,90
405,070600050204,405,136763.000000000000000,123086700.000000000000000,11,95,84,63.236489401373255,21.147190369338471,8648412.000000000000000,15,41,24,81,82
406,070600050102,406,156154.000000000000000,140538600.000000000000000,11,95,84,55.841259269694568,25.158011239124534,8719836.000000000000000,15,82,95,43,82
407,070600030604,407,94340.000000000000000,84906000.000000000000000,11,95,84,58.215719737120693,24.902695284485436,5492071.000000000000000,15,81,11,71,82
408,070801010404,408,61416.000000000000000,55274400.000000000000000,11,95,84,61.156718119056848,28.528034388323231,3756001.000000000000000,15,82,42,82,82
409,102300031003,409,56226.000000000000000,50603400.000000000000000,11,95,84,78.909401344573624,12.602003327272438,4436760.000000000000000,15,82,11,82,82
410,070802020604,410,90605.000000000000000,81544500.000000000000000,11,95,84,76.153667016170175,17.260182688852431,6899903.000000000000000,15,82,52,82,82
411,070600060103,411,67916.000000000000000,61124400.000000000000000,11,95,84,74.017713057305713,17.707534313690324,5026987.000000000000000,15,82,24,82,82
412,102300050102,412,105381.000000000000000,94842900.000000000000000,11,95,84,79.221463072090259,12.620511964202448,8348437.000000000000000,13,82,11,82,82
413,102300040104,413,134461.000000000000000,121014900.000000000000000,11,95,84,79.105480399521170,12.714934603287368,10636602.000000000000000,12,82,41,82,82
414,070801010403,414,56255.000000000000000,50629500.000000000000000,11,95,84,71.561692294018229,22.049467114505497,4025703.000000000000000,14,82,31,82,82
415,070600040203,415,78036.000000000000000,70232400.000000000000000,11,95,84,75.559421292737170,17.075166124030240,5896355.000000000000000,15,82,52,82,82
416,070600010904,416,67289.000000000000000,60560100.000000000000000,11,95,84,70.961761952176516,19.417231640095572,4774946.000000000000000,14,82,42,82,82
417,070802080302,417,132971.000000000000000,119673900.000000000000000,11,95,84,73.132983883703062,19.428090568314460,9724566.000000000000000,15,82,52,82,82
418,071000061404,418,58994.000000000000000,53094600.000000000000000,11,95,84,73.043818015391892,20.192025627612718,4309147.000000000000000,15,82,52,82,90
419,070600040202,419,81908.000000000000000,73717200.000000000000000,11,95,84,77.147568003124732,14.891552324513173,6319003.000000000000000,15,82,42,82,82
420,070600040103,420,92731.000000000000000,83457900.000000000000000,11,95,84,76.619048646084877,16.151495406218174,7104961.000000000000000,15,82,52,82,82
421,070600030706,421,68100.000000000000000,61290000.000000000000000,11,95,84,60.449074889867539,25.186338275105360,4116582.000000000000000,15,41,24,81,90
422,070801010302,422,81930.000000000000000,73737000.000000000000000,11,95,84,33.130794580739646,22.325396792477594,2714406.000000000000000,14,23,42,23,82
423,070802050304,423,145514.000000000000000,130962600.000000000000000,11,95,84,77.532498591199811,16.175493695746397,11282064.000000000000000,15,82,31,82,90
424,070802081003,424,162933.000000000000000,146639700.000000000000000,11,95,84,68.330135699950262,24.251237171463309,11133234.000000000000000,15,82,42,81,95
425,070802080602,425,118113.000000000000000,106301700.000000000000000,11,95,84,76.657946204058405,16.019151776756548,9054300.000000000000000,15,82,52,82,82
426,070801050303,426,97364.000000000000000,87627600.000000000000000,11,95,84,78.698553880284351,12.927119405851190,7662406.000000000000000,14,82,31,82,82
427,102300040105,427,110419.000000000000000,99377100.000000000000000,11,95,84,79.379626694681775,12.168263820360332,8765019.000000000000000,13,82,41,82,82
428,070802080603,428,64132.000000000000000,57718800.000000000000000,11,95,84,76.191651593588460,15.717005225646792,4886323.000000000000000,15,82,52,82,82
429,070802080407,429,118367.000000000000000,106530300.000000000000000,11,95,84,73.441592673635199,20.705943999624896,8693061.000000000000000,15,82,52,82,90
430,070802080903,430,61716.000000000000000,55544400.000000000000000,11,95,84,73.770804977638633,22.156656169338095,4552839.000000000000000,14,82,42,82,95
431,070802070201,431,63244.000000000000000,56919600.000000000000000,11,95,84,76.295411422426668,17.718935893838616,4825227.000000000000000,12,82,90,82,82
432,070600040105,432,110484.000000000000000,99435600.000000000000000,11,95,84,76.552659208573957,15.931330453019136,8457844.000000000000000,15,82,52,82,82
433,071000020903,433,107315.000000000000000,96583500.000000000000000,11,95,84,73.760881517029503,21.113148446541601,7915649.000000000000000,15,82,42,82,82
434,070802080803,434,105185.000000000000000,94666500.000000000000000,11,95,84,78.228673289917424,14.143753208602538,8228483.000000000000000,14,82,52,82,82
435,070600040902,435,89106.000000000000000,80195400.000000000000000,11,95,84,61.677070006509304,22.177947693032980,5495797.000000000000000,15,41,24,81,82
436,101702032506,436,66383.000000000000000,59744700.000000000000000,11,95,84,67.610653329918662,19.489198443538911,4488198.000000000000000,15,71,24,71,90
437,101702032504,437,31548.000000000000000,28393200.000000000000000,11,95,84,70.541143654113853,25.690189761690423,2225432.000000000000000,13,82,81,82,95
438,070600040801,438,120111.000000000000000,108099900.000000000000000,11,95,84,69.505932012888692,20.052127438253905,8348427.000000000000000,15,82,52,82,82
439,071000050605,439,147872.000000000000000,133084800.000000000000000,11,95,84,76.684098409434185,17.400430929844973,11339431.000000000000000,15,82,52,82,82
440,070802050202,440,126054.000000000000000,113448600.000000000000000,11,95,84,78.988965046725866,12.815803868916831,9956875.000000000000000,14,82,11,82,82
441,070801050803,441,59728.000000000000000,53755200.000000000000000,11,95,84,77.744508438252652,14.894914515194202,4643524.000000000000000,14,82,24,82,82
442,070801050406,442,88524.000000000000000,79671600.000000000000000,11,95,84,65.139634449415666,26.407635914388607,5766421.000000000000000,15,82,52,82,90
443,070802050504,443,161615.000000000000000,145453500.000000000000000,11,95,84,78.150654332827088,14.759809225432400,12630318.000000000000000,14,82,42,82,82
444,070600060801,444,128016.000000000000000,115214400.000000000000000,11,95,84,67.326357642794790,20.800933205268624,8618851.000000000000000,15,82,31,81,82
445,070802051302,445,118098.000000000000000,106288200.000000000000000,11,95,84,70.392894037155116,22.117545666720282,8313260.000000000000000,15,82,42,82,82
446,070801010401,446,75605.000000000000000,68044500.000000000000000,11,95,84,72.284266913564252,23.429248974293120,5465052.000000000000000,15,82,42,82,90
447,070801051203,447,156192.000000000000000,140572800.000000000000000,11,95,84,73.327052601925928,20.378922381657425,11453099.000000000000000,15,82,42,82,82
448,070600040504,448,87322.000000000000000,78589800.000000000000000,11,95,84,77.261491949337028,15.246500383682143,6746628.000000000000000,15,82,52,82,82
449,070600040502,449,75322.000000000000000,67789800.000000000000000,11,95,84,79.078662276625707,12.954189938450721,5956363.000000000000000,13,82,31,82,82
450,070802070502,450,90968.000000000000000,81871200.000000000000000,11,95,84,77.258574443759770,15.865719797139905,7028058.000000000000000,14,82,31,82,82
451,071000050705,451,103976.000000000000000,93578400.000000000000000,11,95,84,69.938678156497701,20.591319369300400,7271944.000000000000000,15,82,42,82,82
452,070801050908,452,111958.000000000000000,100762200.000000000000000,11,95,84,72.320772075242033,21.662879064009783,8096889.000000000000000,15,82,52,82,90
453,102300031505,453,70785.000000000000000,63706500.000000000000000,11,95,84,71.619368510277141,19.833055319119786,5069577.000000000000000,15,82,42,82,82
454,071000060801,454,48206.000000000000000,43385400.000000000000000,11,95,84,77.015205576069633,16.066475666483811,3712595.000000000000000,15,82,42,82,82
455,071000061406,455,94218.000000000000000,84796200.000000000000000,11,95,84,76.161593326115678,17.790514212633838,7175793.000000000000000,15,82,52,82,90
456,070802080406,456,75862.000000000000000,68275800.000000000000000,11,95,84,78.579460072236259,13.459951324821347,5961195.000000000000000,14,82,31,82,82
457,102802010101,457,50342.000000000000000,45307800.000000000000000,11,95,84,75.227146319177891,17.070175102531088,3787085.000000000000000,15,82,31,82,82
458,102300060505,458,30864.000000000000000,27777600.000000000000000,11,95,84,74.273425349921780,22.115594482025926,2292375.000000000000000,13,82,42,82,95
459,102300060601,459,23815.000000000000000,21433500.000000000000000,11,95,84,37.148309888725720,23.680804960926476,884687.000000000000000,15,41,31,23,90
460,102300060603,460,81092.000000000000000,72982800.000000000000000,11,95,84,67.117360528781418,23.837683737780310,5442681.000000000000000,15,82,52,82,82
461,070600040602,461,55518.000000000000000,49966200.000000000000000,11,95,84,70.339709643719502,19.295658510084497,3905120.000000000000000,14,82,95,81,82
462,071000050701,462,46686.000000000000000,42017400.000000000000000,11,95,84,78.021783832411217,14.701685142443772,3642525.000000000000000,13,82,11,82,82
463,102300031508,463,50585.000000000000000,45526500.000000000000000,11,95,84,71.645250568350022,19.585156463270881,3624175.000000000000000,15,82,24,82,82
464,070802080405,464,141791.000000000000000,127611900.000000000000000,11,95,84,73.544406908760209,20.761719816842572,10427935.000000000000000,15,82,52,82,90
465,070802080802,465,131707.000000000000000,118536300.000000000000000,11,95,84,75.677678483300397,18.052166380382943,9967280.000000000000000,14,82,42,82,82
466,070802040605,466,120291.000000000000000,108261900.000000000000000,11,95,84,79.291601200421226,15.604513705423452,9538066.000000000000000,15,82,24,82,95
467,071000090706,467,71902.000000000000000,64711800.000000000000000,11,95,84,62.335706934438171,22.251042227861721,4482062.000000000000000,15,81,31,81,82
468,070600040501,468,73853.000000000000000,66467700.000000000000000,11,95,84,78.551040580612906,13.780074112098204,5801230.000000000000000,12,82,31,82,82
469,071000090204,469,82835.000000000000000,74551500.000000000000000,11,95,84,64.730548681112879,21.373883660135192,5361955.000000000000000,15,41,24,81,82
470,071000090605,470,108138.000000000000000,97324200.000000000000000,11,95,84,59.362730954890921,21.936177173027446,6419367.000000000000000,15,41,31,43,82
471,102300020201,471,89834.000000000000000,80850600.000000000000000,11,95,84,78.675145267939982,13.718469045448717,7067703.000000000000000,11,82,31,82,82
472,070801041201,472,92159.000000000000000,82943100.000000000000000,11,95,84,76.671849737953494,15.494000205212673,7066001.000000000000000,15,82,42,82,82
473,070801070903,473,117705.000000000000000,105934500.000000000000000,11,95,84,77.328099910793114,15.670802076395285,9101904.000000000000000,15,82,42,82,82
474,071000090704,474,96139.000000000000000,86525100.000000000000000,11,95,84,69.885530325881419,22.027101065370822,6718725.000000000000000,15,82,42,81,82
475,071000090501,475,130730.000000000000000,117657000.000000000000000,11,95,84,65.036908131263715,25.188516936049723,8502275.000000000000000,15,82,52,82,82
476,071000091202,476,129788.000000000000000,116809200.000000000000000,11,95,84,61.644697506702890,22.871735030322100,8000742.000000000000000,15,41,24,81,82
477,070802051506,477,54738.000000000000000,49264200.000000000000000,11,95,84,70.534436771529542,22.868505274707481,3860914.000000000000000,14,82,42,82,82
478,071000090710,478,112034.000000000000000,100830600.000000000000000,11,95,84,58.022287876894595,23.738605841864011,6500469.000000000000000,15,41,42,41,82
479,071000090709,479,95924.000000000000000,86331600.000000000000000,11,95,84,49.126506400900745,26.804459021659543,4712411.000000000000000,15,41,31,41,82
480,071000090101,480,163664.000000000000000,147297600.000000000000000,11,95,84,69.934591602306796,19.866207157903517,11445775.000000000000000,15,82,31,81,82
481,071000090401,481,115778.000000000000000,104200200.000000000000000,11,95,84,74.481784104061546,19.105734050147078,8623352.000000000000000,15,82,42,82,82
482,070802050503,482,71998.000000000000000,64798200.000000000000000,11,95,84,79.238437178811736,12.474385405442895,5705009.000000000000000,14,82,52,82,82
483,070802081009,483,143472.000000000000000,129124800.000000000000000,11,95,84,52.036941005911018,26.329703858244017,7465844.000000000000000,15,41,31,41,82
484,070801070901,484,61780.000000000000000,55602000.000000000000000,11,95,84,78.908934930398544,13.297701729392369,4874994.000000000000000,11,82,31,82,82
485,070801060103,485,149825.000000000000000,134842500.000000000000000,11,95,84,77.718885366261404,14.283644715190345,11644232.000000000000000,15,82,31,82,82
486,070802081006,486,147757.000000000000000,132981300.000000000000000,11,95,84,71.674174489194172,24.625833458127147,10590361.000000000000000,15,82,31,82,95
487,070802081002,487,89124.000000000000000,80211600.000000000000000,11,95,84,75.762634082850226,16.080801622648220,6752269.000000000000000,15,82,31,82,82
488,070802080904,488,125078.000000000000000,112570200.000000000000000,11,95,84,74.166839891908495,19.283107426561177,9276640.000000000000000,15,82,31,82,95
489,070802081005,489,46052.000000000000000,41446800.000000000000000,11,95,84,73.610310084252589,22.508425430015553,3389902.000000000000000,15,82,42,82,95
490,071000090310,490,64001.000000000000000,57600900.000000000000000,11,95,84,70.480961234980683,20.445705930728899,4510852.000000000000000,15,82,24,82,82
491,070801021003,491,123494.000000000000000,111144600.000000000000000,11,95,84,65.961577080666501,22.471129907019701,8145859.000000000000000,15,82,24,81,90
492,070600060803,492,66801.000000000000000,60120900.000000000000000,11,95,84,69.020927830420689,20.498209563370683,4610667.000000000000000,15,82,24,81,82
493,070802070604,493,79781.000000000000000,71802900.000000000000000,11,95,84,75.692934407941721,17.128556330334408,6038858.000000000000000,15,82,52,82,82
494,070600060604,494,98053.000000000000000,88247700.000000000000000,11,95,84,72.698897535006608,19.823631667291203,7128345.000000000000000,15,82,52,82,82
495,070802050403,495,121065.000000000000000,108958500.000000000000000,11,95,84,78.498137364225158,14.115604916245635,9503377.000000000000000,14,82,42,82,82
496,070802070401,496,161983.000000000000000,145784700.000000000000000,11,95,84,79.122605458598045,12.899889457155936,12816517.000000000000000,14,82,42,82,82
497,071000050704,497,89941.000000000000000,80946900.000000000000000,11,95,84,70.678133443035165,21.808341907493215,6356862.000000000000000,15,82,42,82,82
498,070802080301,498,113175.000000000000000,101857500.000000000000000,11,95,84,77.179491937265453,15.573197992045733,8734789.000000000000000,15,82,42,82,82
499,070802080403,499,87750.000000000000000,78975000.000000000000000,11,95,84,74.274051282050252,21.365846382048534,6517548.000000000000000,15,82,42,82,90
500,070802011204,500,129829.000000000000000,116846100.000000000000000,11,95,84,68.920626362369049,24.373332400627209,8947896.000000000000000,15,82,52,82,90
501,071000060806,501,144029.000000000000000,129626100.000000000000000,11,95,84,78.127856195626677,15.165875533056065,11252677.000000000000000,15,82,52,82,82
502,070600030707,502,56357.000000000000000,50721300.000000000000000,11,95,84,59.428198804053004,24.766199435904753,3349195.000000000000000,15,81,24,81,82
503,071000020801,503,163455.000000000000000,147109500.000000000000000,11,95,84,79.100657673365276,14.453027349571661,12929398.000000000000000,14,82,42,82,90
504,070802091002,504,107259.000000000000000,96533100.000000000000000,11,95,84,73.672409774470850,18.188816196720325,7902029.000000000000000,15,82,52,82,82
505,070801030603,505,167514.000000000000000,150762600.000000000000000,11,95,84,78.235413159497256,16.640485211349873,13105527.000000000000000,15,82,52,82,90
506,070802060405,506,176270.000000000000000,158643000.000000000000000,11,95,84,73.213104895896677,20.023598281988388,12905274.000000000000000,15,82,24,82,90
507,070802060103,507,75906.000000000000000,68315400.000000000000000,11,95,84,48.361921323742145,27.215884368134784,3670960.000000000000000,15,82,31,41,82
508,070802090606,508,114326.000000000000000,102893400.000000000000000,11,95,84,74.868455119570825,19.381645637267727,8559411.000000000000000,15,82,42,82,90
509,070802090207,509,139576.000000000000000,125618400.000000000000000,11,95,84,76.911553562216241,15.889144599188576,10735007.000000000000000,15,82,42,82,82
510,070801030409,510,98980.000000000000000,89082000.000000000000000,11,95,84,77.970559709033196,18.993143101009995,7717526.000000000000000,15,82,52,82,90
511,070802060602,511,127032.000000000000000,114328800.000000000000000,11,95,84,78.086064928522461,14.327415286789053,9919429.000000000000000,15,82,31,82,82
512,070802090102,512,111050.000000000000000,99945000.000000000000000,11,95,84,73.878829356145786,18.330624436610897,8204244.000000000000000,15,82,31,82,82
513,070802060501,513,125367.000000000000000,112830300.000000000000000,11,95,84,77.597190648256316,15.549806486702137,9728127.000000000000000,12,82,31,82,82
514,070802090703,514,118201.000000000000000,106380900.000000000000000,11,95,84,42.598869721914355,27.384574389636349,5035229.000000000000000,15,22,42,23,82
515,070802060806,515,103376.000000000000000,93038400.000000000000000,11,95,84,74.963463473146646,19.559996787378580,7749423.000000000000000,15,82,42,82,90
516,070801030202,516,98595.000000000000000,88735500.000000000000000,11,95,84,77.155322278005784,15.503683791682462,7607129.000000000000000,15,82,42,82,82
517,070802060401,517,94992.000000000000000,85492800.000000000000000,11,95,84,59.407192184605208,25.842170828775739,5643208.000000000000000,15,82,52,81,90
518,070802090705,518,55064.000000000000000,49557600.000000000000000,11,95,84,74.351790643614393,21.658688846440015,4094107.000000000000000,15,82,52,82,90
519,070802060807,519,87768.000000000000000,78991200.000000000000000,11,95,84,74.708857442347934,21.666743293606807,6557047.000000000000000,15,82,52,82,95
520,070802090806,520,125147.000000000000000,112632300.000000000000000,11,95,84,74.091788057245623,21.144326803161380,9272365.000000000000000,15,82,42,82,90
521,070802060804,521,93248.000000000000000,83923200.000000000000000,11,95,84,76.161429735757608,19.072967424442364,7101901.000000000000000,15,82,42,82,90
522,070802090204,522,96121.000000000000000,86508900.000000000000000,11,95,84,76.840731994048824,15.148060125839999,7386008.000000000000000,15,82,31,82,82
523,070802060702,523,162035.000000000000000,145831500.000000000000000,11,95,84,75.800752923751119,17.955233881076431,12282375.000000000000000,15,82,42,82,82
524,070802060603,524,103331.000000000000000,92997900.000000000000000,11,95,84,75.885068372511768,16.644731080055770,7841280.000000000000000,14,82,42,82,82
525,070801030401,525,122793.000000000000000,110513700.000000000000000,11,95,84,77.855056884350930,16.317282677998037,9560056.000000000000000,15,82,42,82,90
526,070802091102,526,67677.000000000000000,60909300.000000000000000,11,95,84,70.989937497229249,23.010253317233044,4804386.000000000000000,15,82,42,82,90
527,071000090602,527,160599.000000000000000,144539100.000000000000000,11,95,84,61.948480376590176,21.636794953852263,9948864.000000000000000,15,41,24,81,82
528,071000090701,528,89580.000000000000000,80622000.000000000000000,11,95,84,67.176300513507613,21.634771211239890,6017653.000000000000000,15,81,42,81,82
529,071000090607,529,126355.000000000000000,113719500.000000000000000,11,95,84,59.433231767638972,21.908245471907900,7509686.000000000000000,15,41,24,41,82
530,071000090707,530,103681.000000000000000,93312900.000000000000000,11,95,84,63.994434853059232,24.336012573557429,6635007.000000000000000,15,81,42,81,82
531,071000090308,531,104278.000000000000000,93850200.000000000000000,11,95,84,62.404025777249529,21.566490974652528,6507367.000000000000000,15,41,24,81,82
532,071000090402,532,115754.000000000000000,104178600.000000000000000,11,95,84,69.100480328974399,22.833789290272840,7998657.000000000000000,15,82,52,81,82
533,102400020801,533,77952.000000000000000,70156800.000000000000000,11,95,84,78.465465927750216,14.262539780049439,6116540.000000000000000,12,82,24,82,82
534,102400090501,534,123125.000000000000000,110812500.000000000000000,11,95,84,75.333425380709954,16.580557359082714,9275428.000000000000000,15,82,24,82,82
535,102400020303,535,101971.000000000000000,91773900.000000000000000,11,95,84,78.338468780340179,13.426777517990386,7988252.000000000000000,13,82,31,82,82
536,102400020504,536,108143.000000000000000,97328700.000000000000000,11,95,84,78.548338773660291,12.971482956262797,8494453.000000000000000,12,82,31,82,82
537,102400090202,537,119439.000000000000000,107495100.000000000000000,11,95,84,77.713234370683040,14.354600772476644,9281991.000000000000000,15,82,31,82,82
538,102400020503,538,94328.000000000000000,84895200.000000000000000,11,95,84,76.818802476465407,16.898095073778663,7246164.000000000000000,15,82,43,82,82
539,102400020301,539,92924.000000000000000,83631600.000000000000000,11,95,84,78.650058112005496,13.161542945570071,7308478.000000000000000,14,82,42,82,82
540,102400020605,540,110690.000000000000000,99621000.000000000000000,11,95,84,79.050420092149167,12.400935156257894,8750091.000000000000000,13,82,11,82,82
541,102400030406,541,75472.000000000000000,67924800.000000000000000,11,95,84,78.986935552257194,12.568521708958855,5961302.000000000000000,15,82,52,82,82
542,102400030502,542,111571.000000000000000,100413900.000000000000000,11,95,84,74.900744817202522,19.483667830622064,8356751.000000000000000,15,82,52,82,82
543,102400090201,543,136389.000000000000000,122750100.000000000000000,11,95,84,76.731400626149380,16.505149101028096,10465319.000000000000000,15,82,90,82,82
544,102400030104,544,71984.000000000000000,64785600.000000000000000,11,95,84,74.400033340742183,20.032811854254316,5355612.000000000000000,14,82,31,82,82
545,102400020602,545,103753.000000000000000,93377700.000000000000000,11,95,84,78.909120700123339,13.015700574046043,8187058.000000000000000,14,82,31,82,82
546,102400030404,546,72580.000000000000000,65322000.000000000000000,11,95,84,78.418283273628418,14.096869107324554,5691599.000000000000000,14,82,31,82,82
547,102400030405,547,85140.000000000000000,76626000.000000000000000,11,95,84,79.669003993422876,11.491294005989708,6783019.000000000000000,13,82,31,82,82
548,071000070704,548,73740.000000000000000,66366000.000000000000000,11,95,84,67.667249796583420,22.366192639934496,4989783.000000000000000,15,82,31,81,82
549,071000070904,549,55350.000000000000000,49815000.000000000000000,11,95,84,70.053008130081295,21.486694891183607,3877434.000000000000000,15,82,24,81,82
550,071000070703,550,61162.000000000000000,55045800.000000000000000,11,95,84,71.032095091722752,19.980420256810884,4344465.000000000000000,15,82,31,82,82
551,102400030103,551,89940.000000000000000,80946000.000000000000000,11,95,84,76.333855903934960,16.298093951529594,6865467.000000000000000,15,82,31,82,82
552,102400030206,552,152594.000000000000000,137334600.000000000000000,11,95,84,76.716889261700402,16.589749486328998,11706537.000000000000000,15,82,42,82,82
553,071000070902,553,71077.000000000000000,63969300.000000000000000,11,95,84,66.184053913361964,22.181324890361616,4704164.000000000000000,15,82,52,82,82
554,071000070702,554,55007.000000000000000,49506300.000000000000000,11,95,84,74.439307724472371,17.991338982405026,4094683.000000000000000,15,82,24,82,82
555,102400030101,555,126886.000000000000000,114197400.000000000000000,11,95,84,79.313399429408292,12.450631149582950,10063760.000000000000000,13,82,52,82,82
556,102400030403,556,145534.000000000000000,130980600.000000000000000,11,95,84,78.826061264033726,12.953547433169526,11471872.000000000000000,15,82,52,82,82
557,102400020601,557,124271.000000000000000,111843900.000000000000000,11,95,84,79.102228194832946,12.883939865997551,9830113.000000000000000,12,82,42,82,82
558,071000070303,558,170258.000000000000000,153232200.000000000000000,11,95,84,77.960589223413962,14.235018859284756,13273414.000000000000000,15,82,31,82,82
559,102400020203,559,141583.000000000000000,127424700.000000000000000,11,95,84,78.005975293645463,14.693924202418561,11044320.000000000000000,14,82,42,82,82
560,071000070302,560,126341.000000000000000,113706900.000000000000000,11,95,84,78.202206726240419,14.145414198700278,9880145.000000000000000,15,82,42,82,82
561,102400020201,561,119771.000000000000000,107793900.000000000000000,11,95,84,79.131467550576389,12.791154963725111,9477655.000000000000000,13,82,43,82,82
562,071000070301,562,112629.000000000000000,101366100.000000000000000,11,82,71,78.873735893952670,13.315879265001303,8883470.000000000000000,11,82,43,82,82
563,070600050406,563,54413.000000000000000,48971700.000000000000000,11,95,84,62.286622682079326,29.030825901596501,3389202.000000000000000,14,82,42,81,95
564,070801041103,564,20984.000000000000000,18885600.000000000000000,11,95,84,26.290221120853989,31.330155724308195,551674.000000000000000,9,11,31,11,90
565,070600051203,565,62893.000000000000000,56603700.000000000000000,11,95,84,56.306441098373064,31.905125782442390,3541281.000000000000000,15,82,52,81,95
566,070801040603,566,26427.000000000000000,23784300.000000000000000,11,95,84,57.799220494191538,38.878819345612627,1527460.000000000000000,8,90,21,90,95
567,070600030708,567,33383.000000000000000,30044700.000000000000000,11,95,84,45.923164484917784,31.144056393742545,1533053.000000000000000,15,11,31,41,82
568,070600051201,568,112957.000000000000000,101661300.000000000000000,11,95,84,64.033481767397177,28.993012729771600,7233030.000000000000000,15,82,31,81,95
569,070600051202,569,30699.000000000000000,27629100.000000000000000,11,95,84,42.183230724128030,33.129502037413324,1294983.000000000000000,15,11,52,41,95
570,070801010402,570,35032.000000000000000,31528800.000000000000000,11,95,84,57.241921671614669,34.380108440960811,2005299.000000000000000,13,11,31,82,95
571,070600050205,571,34103.000000000000000,30692700.000000000000000,11,95,84,48.374014016362253,26.665014027523718,1649699.000000000000000,15,41,31,41,90
572,070600050202,572,44480.000000000000000,40032000.000000000000000,11,95,84,31.746335431654714,19.256031769359694,1412077.000000000000000,15,23,42,23,81
573,070801010705,573,72898.000000000000000,65608200.000000000000000,11,95,84,56.436267112952315,35.593009617488839,4114091.000000000000000,14,11,42,81,95
574,070600050404,574,79218.000000000000000,71296200.000000000000000,11,95,84,58.884685298795453,25.198241900727506,4664727.000000000000000,15,81,24,81,82
575,070801010204,575,42712.000000000000000,38440800.000000000000000,11,95,84,42.631742835737114,32.393620719279525,1820887.000000000000000,14,90,52,23,90
576,070802020203,576,55941.000000000000000,50346900.000000000000000,11,95,84,75.880677857028473,17.911203789580668,4244841.000000000000000,15,82,42,82,82
577,070600040301,577,120246.000000000000000,108221400.000000000000000,11,95,84,78.723541739433998,12.959194060335951,9466191.000000000000000,14,82,90,82,82
578,070802010601,578,65155.000000000000000,58639500.000000000000000,11,95,84,77.153434118640760,15.664677996602919,5026932.000000000000000,14,82,11,82,82
579,102300030506,579,118024.000000000000000,106221600.000000000000000,11,95,84,77.959626855554163,15.529635570397472,9201107.000000000000000,14,82,41,82,82
580,070801020202,580,155790.000000000000000,140211000.000000000000000,11,95,84,76.684453430900462,16.150792062799628,11946671.000000000000000,15,82,52,82,82
581,070802010802,581,140123.000000000000000,126110700.000000000000000,11,95,84,78.190875159680743,13.757433060078998,10956340.000000000000000,15,82,42,82,82
582,070600040101,582,153689.000000000000000,138320100.000000000000000,11,95,84,78.030249399761317,13.787572652831338,11992391.000000000000000,15,82,52,82,82
583,070802020303,583,163538.000000000000000,147184200.000000000000000,11,95,84,78.141367755506806,14.845109447567943,12779083.000000000000000,15,82,52,82,82
584,070802010603,584,109863.000000000000000,98876700.000000000000000,11,95,84,78.861081528813003,13.426790725144151,8663915.000000000000000,13,82,24,82,82
585,070802010602,585,115731.000000000000000,104157900.000000000000000,11,95,84,77.794048267100806,14.686643817959716,9003183.000000000000000,14,82,42,82,82
586,070600040305,586,109575.000000000000000,98617500.000000000000000,11,95,84,74.908053844398381,17.071715073635648,8208050.000000000000000,15,82,52,82,82
587,070600040102,587,148364.000000000000000,133527600.000000000000000,11,95,84,77.233169771642906,14.705692507423224,11458622.000000000000000,15,82,52,82,82
588,102300030508,588,149395.000000000000000,134455500.000000000000000,11,95,84,79.382964623981735,12.575931947945989,11859418.000000000000000,14,82,41,82,82
589,071000030402,589,105793.000000000000000,95213700.000000000000000,11,95,84,79.410792774568279,12.582442151238286,8401106.000000000000000,15,82,42,82,82
590,102300030801,590,117254.000000000000000,105528600.000000000000000,11,95,84,77.853787504050743,14.156414600548406,9128668.000000000000000,14,82,90,82,82
591,070802010604,591,91690.000000000000000,82521000.000000000000000,11,95,84,77.035456429272969,15.209079712287485,7063381.000000000000000,15,82,11,82,82
